,shortName,sector,industry,country,market,2021-06-28 00:00:00,2021-06-29 00:00:00,2021-06-30 00:00:00,2021-07-01 00:00:00,2021-07-02 00:00:00,2021-07-06 00:00:00,2021-07-07 00:00:00,2021-07-08 00:00:00,2021-07-09 00:00:00,2021-07-12 00:00:00,2021-07-13 00:00:00,2021-07-14 00:00:00,2021-07-15 00:00:00,2021-07-16 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,2021-07-21 00:00:00,2021-07-22 00:00:00,2021-07-23 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,2021-07-28 00:00:00,2021-07-05 00:00:00
58,GDS Holdings Limited,Technology,Information Technology Services,China,us_market,80.9800033569336,80.4000015258789,78.48999786376953,75.88999938964844,76.41999816894531,76.12000274658203,72.30000305175781,69.2300033569336,70.44999694824219,70.44000244140625,73.8499984741211,72.69999694824219,73.38999938964844,72.3499984741211,72.54000091552734,74.4000015258789,74.0,72.47000122070312,64.66999816894531,55.9900016784668,51.709999084472656,59.959999084472656,
59,Humana Inc.,Healthcare,Healthcare Plans,United States,us_market,444.1800231933594,442.2900085449219,442.7200012207031,447.6300048828125,451.7699890136719,453.5899963378906,457.4800109863281,454.5,455.6499938964844,458.30999755859375,460.30999755859375,460.1099853515625,466.92999267578125,470.8999938964844,460.92999267578125,460.5,463.4800109863281,463.70001220703125,471.2200012207031,467.30999755859375,467.5,438.17999267578125,
60,Taboola.com Ltd.,Communication Services,Internet Content & Information,United States,us_market,,,10.350000381469727,10.5,10.479999542236328,10.09000015258789,9.65999984741211,9.640000343322754,9.869999885559082,10.170000076293945,10.199999809265137,9.729999542236328,9.449999809265137,8.850000381469727,8.539999961853027,8.800000190734863,9.0,9.0,10.300000190734863,9.84000015258789,10.25,9.819999694824219,
61,BRILLIANCE CHINA AUTOMOTIVE HLD,Consumer Cyclical,Auto Manufacturers,Hong Kong,us_market,6.460000038146973,6.599999904632568,6.230000019073486,6.099999904632568,6.099999904632568,6.159999847412109,6.099999904632568,6.210000038146973,6.369999885559082,6.25,5.940000057220459,5.849999904632568,6.489999771118164,6.300000190734863,6.25,6.25,5.849999904632568,4.25,8.489999771118164,10.300000190734863,7.900000095367432,7.119999885559082,
62,"360 DigiTech, Inc.",Financial Services,Credit Services,China,us_market,41.720001220703125,42.54999923706055,41.84000015258789,38.790000915527344,35.7400016784668,34.279998779296875,33.13999938964844,26.020000457763672,26.309999465942383,26.700000762939453,27.959999084472656,28.969999313354492,30.219999313354492,29.59000015258789,29.40999984741211,27.920000076293945,29.559999465942383,28.360000610351562,25.969999313354492,25.0,23.139999389648438,26.530000686645508,
63,Pinduoduo Inc.,Consumer Cyclical,Internet Retail,China,us_market,124.91000366210938,133.5500030517578,127.0199966430664,121.83999633789062,119.19999694824219,113.0999984741211,110.29000091552734,108.7699966430664,111.06999969482422,110.5199966430664,112.06999969482422,108.94000244140625,110.73999786376953,107.44999694824219,104.69000244140625,102.25,104.5199966430664,104.95999908447266,97.30999755859375,88.70999908447266,79.52999877929688,91.30000305175781,
64,RLX Technology Inc.,Consumer Defensive,Tobacco,China,us_market,9.029999732971191,8.710000038146973,8.729999542236328,8.770000457763672,8.430000305175781,8.100000381469727,8.140000343322754,7.78000020980835,7.960000038146973,7.53000020980835,7.579999923706055,7.239999771118164,7.25,6.559999942779541,6.360000133514404,6.079999923706055,6.150000095367432,5.710000038146973,4.96999979019165,4.460000038146973,4.309999942779541,5.215000152587891,
65,SUMCO CORPORATION,Technology,Semiconductor Equipment & Materials,Japan,us_market,7.37999963760376,23.3799991607666,23.3799991607666,,,,,,,,,,,24.75,23.65999984741211,23.65999984741211,23.65999984741211,,,,,22.469999313354492,
66,Intel Corporation,Technology,Semiconductors,United States,us_market,57.47999954223633,56.75,56.13999938964844,56.0099983215332,56.7599983215332,56.09000015258789,55.959999084472656,55.38999938964844,55.9900016784668,56.72999954223633,56.869998931884766,56.52000045776367,55.810001373291016,54.970001220703125,54.63999938964844,55.2400016784668,56.22999954223633,55.959999084472656,53.0,54.310001373291016,53.18000030517578,53.279998779296875,
67,Spotify Technology S.A.,Communication Services,Internet Content & Information,Luxembourg,us_market,271.55999755859375,272.8599853515625,275.5899963378906,268.6300048828125,267.8299865722656,263.5199890136719,259.0400085449219,256.1499938964844,262.8299865722656,261.010009765625,263.8500061035156,253.41000366210938,247.97000122070312,243.24000549316406,241.80999755859375,246.5,247.91000366210938,244.17999267578125,243.63999938964844,240.58999633789062,236.92999267578125,220.94000244140625,
